place,movie_title,rate,year,star_cast
1,The Shawshank Redemption,9.233878742825368,1994,"Frank Darabont (dir.), Tim Robbins, Morgan Freeman"
2,The Godfather,9.15592032557414,1972,"Francis Ford Coppola (dir.), Marlon Brando, Al Pacino"
3,The Dark Knight,8.985556018165248,2008,"Christopher Nolan (dir.), Christian Bale, Heath Ledger"
4,The Godfather Part II,8.98410587035784,1974,"Francis Ford Coppola (dir.), Al Pacino, Robert De Niro"
5,12 Angry Men,8.947680707891257,1957,"Sidney Lumet (dir.), Henry Fonda, Lee J. Cobb"
6,Schindler's List,8.935268646616448,1993,"Steven Spielberg (dir.), Liam Neeson, Ralph Fiennes"
7,The Lord of the Rings: The Return of the King,8.921203956648453,2003,"Peter Jackson (dir.), Elijah Wood, Viggo Mortensen"
8,Pulp Fiction,8.850711372535518,1994,"Quentin Tarantino (dir.), John Travolta, Uma Thurman"
9,The Lord of the Rings: The Fellowship of the Ring,8.803673088770944,2001,"Peter Jackson (dir.), Elijah Wood, Ian McKellen"
1," Il buono, il brutto, il cattivo",8.793592069938725,1966,"Sergio Leone (dir.), Clint Eastwood, Eli Wallach"
11,Forrest Gump,8.767320550707055,1994,"Robert Zemeckis (dir.), Tom Hanks, Robin Wright"
12,Fight Club,8.74992523109219,1999,"David Fincher (dir.), Brad Pitt, Edward Norton"
13,Inception,8.732925802334982,2010,"Christopher Nolan (dir.), Leonardo DiCaprio, Joseph Gordon-Levitt"
14,The Lord of the Rings: The Two Towers,8.72788706761624,2002,"Peter Jackson (dir.), Elijah Wood, Ian McKellen"
15,The Empire Strikes Back,8.701679683974975,1980,"Irvin Kershner (dir.), Mark Hamill, Harrison Ford"
16,The Matrix,8.671023443740399,1999,"Lana Wachowski (dir.), Keanu Reeves, Laurence Fishburne"
17,Goodfellas,8.651567671325035,1990,"Martin Scorsese (dir.), Robert De Niro, Ray Liotta"
18,One Flew Over the Cuckoo's Nest,8.641159826063035,1975,"Milos Forman (dir.), Jack Nicholson, Louise Fletcher"
19,Se7en,8.604011553170286,1995,"David Fincher (dir.), Morgan Freeman, Brad Pitt"
20,Shichinin no samurai,8.59897252907581,1954,"Akira Kurosawa (dir.), Toshirô Mifune, Takashi Shimura"
21,It's a Wonderful Life,8.596974196336372,1946,"Frank Capra (dir.), James Stewart, Donna Reed"
22,The Silence of the Lambs,8.58797657795856,1991,"Jonathan Demme (dir.), Jodie Foster, Anthony Hopkins"
23,Cidade de Deus,8.578828188358013,2002,"Fernando Meirelles (dir.), Alexandre Rodrigues, Leandro Firmino"
24,Saving Private Ryan,8.577772722997084,1998,"Steven Spielberg (dir.), Tom Hanks, Matt Damon"
25,La vita è bella,8.566061958157018,1997,"Roberto Benigni (dir.), Roberto Benigni, Nicoletta Braschi"
26,The Green Mile,8.559758880185122,1999,"Frank Darabont (dir.), Tom Hanks, Michael Clarke Duncan"
27,Interstellar,8.555594265383913,2014,"Christopher Nolan (dir.), Matthew McConaughey, Anne Hathaway"
28,Star Wars,8.554087160907624,1977,"George Lucas (dir.), Mark Hamill, Harrison Ford"
29,Terminator 2: Judgment Day,8.535091516020456,1991,"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton"
30,Back to the Future,8.51811898950409,1985,"Robert Zemeckis (dir.), Michael J. Fox, Christopher Lloyd"
31,Sen to Chihiro no kamikakushi,8.515378473671683,2001,"Hayao Miyazaki (dir.), Daveigh Chase, Suzanne Pleshette"
32,Psycho,8.508733844767725,1960,"Alfred Hitchcock (dir.), Anthony Perkins, Janet Leigh"
33,The Pianist,8.504550090042065,2002,"Roman Polanski (dir.), Adrien Brody, Thomas Kretschmann"
34,Léon,8.500543279583283,1994,"Luc Besson (dir.), Jean Reno, Gary Oldman"
35,Gisaengchung,8.495695519601869,2019,"Bong Joon Ho (dir.), Song Kang-ho, Sun-kyun Lee"
36,The Lion King,8.48843299734754,1994,"Roger Allers (dir.), Matthew Broderick, Jeremy Irons"
37,Gladiator,8.485363502185258,2000,"Ridley Scott (dir.), Russell Crowe, Joaquin Phoenix"
38,American History X,8.484461408667421,1998,"Tony Kaye (dir.), Edward Norton, Edward Furlong"
39,The Usual Suspects,8.476368044236139,1995,"Bryan Singer (dir.), Kevin Spacey, Gabriel Byrne"
40,The Departed,8.475096979741473,2006,"Martin Scorsese (dir.), Leonardo DiCaprio, Matt Damon"
41,The Prestige,8.467993636948917,2006,"Christopher Nolan (dir.), Christian Bale, Hugh Jackman"
42,Casablanca,8.465697520518411,1942,"Michael Curtiz (dir.), Humphrey Bogart, Ingrid Bergman"
43,Top Gun: Maverick,8.463440531865707,2022,"Joseph Kosinski (dir.), Tom Cruise, Jennifer Connelly"
44,Whiplash,8.460364168459249,2014,"Damien Chazelle (dir.), Miles Teller, J.K. Simmons"
45,The Intouchables,8.453749496562562,2011,"Olivier Nakache (dir.), François Cluzet, Omar Sy"
46,Modern Times,8.449665050060185,1936,"Charles Chaplin (dir.), Charles Chaplin, Paulette Goddard"
47,Seppuku,8.448266574169914,1962,"Masaki Kobayashi (dir.), Tatsuya Nakadai, Akira Ishihama"
48,Once Upon a Time in the West,8.447741823249805,1968,"Sergio Leone (dir.), Henry Fonda, Charles Bronson"
49,Hotaru no haka,8.447636258041578,1988,"Isao Takahata (dir.), Tsutomu Tatsumi, Ayano Shiraishi"
50,Rear Window,8.437290878507595,1954,"Alfred Hitchcock (dir.), James Stewart, Grace Kelly"
51,Alien,8.435215919638683,1979,"Ridley Scott (dir.), Sigourney Weaver, Tom Skerritt"
52,City Lights,8.43420525465495,1931,"Charles Chaplin (dir.), Charles Chaplin, Virginia Cherrill"
53,Nuovo Cinema Paradiso,8.42912710053664,1988,"Giuseppe Tornatore (dir.), Philippe Noiret, Enzo Cannavale"
54,Memento,8.425975157560423,2000,"Christopher Nolan (dir.), Guy Pearce, Carrie-Anne Moss"
55,Apocalypse Now,8.425170308603477,1979,"Francis Ford Coppola (dir.), Martin Sheen, Marlon Brando"
56,Raiders of the Lost Ark,8.411731214515266,1981,"Steven Spielberg (dir.), Harrison Ford, Karen Allen"
57,Django Unchained,8.402665868255093,2012,"Quentin Tarantino (dir.), Jamie Foxx, Christoph Waltz"
58,WALL·E,8.392610393655183,2008,"Andrew Stanton (dir.), Ben Burtt, Elissa Knight"
59,The Lives of Others,8.386234653284708,2006,"Florian Henckel von Donnersmarck (dir.), Ulrich Mühe, Martina Gedeck"
60,Sunset Blvd,8.382360979685746,1950,"Billy Wilder (dir.), William Holden, Gloria Swanson"
61,Paths of Glory,8.370744197518954,1957,"Stanley Kubrick (dir.), Kirk Douglas, Ralph Meeker"
62,The Shining,8.36789607241031,1980,"Stanley Kubrick (dir.), Jack Nicholson, Shelley Duvall"
63,The Great Dictator,8.366251473572506,1940,"Charles Chaplin (dir.), Charles Chaplin, Paulette Goddard"
64,Witness for the Prosecution,8.356756288528723,1957,"Billy Wilder (dir.), Tyrone Power, Marlene Dietrich"
65,Avengers: Infinity War,8.355681197900827,2018,"Anthony Russo (dir.), Robert Downey Jr., Chris Hemsworth"
66,Aliens,8.34465875436744,1986,"James Cameron (dir.), Sigourney Weaver, Michael Biehn"
67,American Beauty,8.337883757533566,1999,"Sam Mendes (dir.), Kevin Spacey, Annette Bening"
68,Dr Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.333727144310634,1964,"Stanley Kubrick (dir.), Peter Sellers, George C. Scott"
69,Spider-Man: Into the Spider-Verse,8.32869130443164,2018,"Bob Persichetti (dir.), Shameik Moore, Jake Johnson"
70,The Dark Knight Rises,8.328624375321631,2012,"Christopher Nolan (dir.), Christian Bale, Tom Hardy"
71,Oldeuboi,8.319766974803146,2003,"Park Chan-wook (dir.), Choi Min-sik, Yoo Ji-Tae"
72,Joker,8.319740556578479,2019,"Todd Phillips (dir.), Joaquin Phoenix, Robert De Niro"
73,Amadeus,8.315420040419932,1984,"Milos Forman (dir.), F. Murray Abraham, Tom Hulce"
74,Braveheart,8.315395459621124,1995,"Mel Gibson (dir.), Mel Gibson, Sophie Marceau"
75,Toy Story,8.314593973240456,1995,"John Lasseter (dir.), Tom Hanks, Tim Allen"
76,Coco,8.312261026124034,2017,"Lee Unkrich (dir.), Anthony Gonzalez, Gael García Bernal"
77,Das Boot,8.3117684214949,1981,"Wolfgang Petersen (dir.), Jürgen Prochnow, Herbert Grönemeyer"
78,Inglourious Basterds,8.310864720517452,2009,"Quentin Tarantino (dir.), Brad Pitt, Diane Kruger"
79,Mononoke-hime,8.303729383861214,1997,"Hayao Miyazaki (dir.), Yôji Matsuda, Yuriko Ishida"
80,Avengers: Endgame,8.301269775509951,2019,"Anthony Russo (dir.), Robert Downey Jr., Chris Evans"
81,Once Upon a Time in America,8.30057016751594,1984,"Sergio Leone (dir.), Robert De Niro, James Woods"
82,Good Will Hunting,8.286532073129429,1997,"Gus Van Sant (dir.), Robin Williams, Matt Damon"
83,Requiem for a Dream,8.276959650792959,2000,"Darren Aronofsky (dir.), Ellen Burstyn, Jared Leto"
84,Toy Story 3,8.276658511940171,2010,"Lee Unkrich (dir.), Tom Hanks, Tim Allen"
85,Kimi no na wa,8.274515990120086,2016,"Makoto Shinkai (dir.), Ryûnosuke Kamiki, Mone Kamishiraishi"
86,Singin' in the Rain,8.27389670992649,1952,"Stanley Donen (dir.), Gene Kelly, Donald O'Connor"
87,3 Idiots,8.26901289140602,2009,"Rajkumar Hirani (dir.), Aamir Khan, Madhavan"
88,Star Wars: Episode VI - Return of the Jedi,8.267964833840248,1983,"Richard Marquand (dir.), Mark Hamill, Harrison Ford"
89,2001: A Space Odyssey,8.26540047870752,1968,"Stanley Kubrick (dir.), Keir Dullea, Gary Lockwood"
90,Eternal Sunshine of the Spotless Mind,8.26460201343999,2004,"Michel Gondry (dir.), Jim Carrey, Kate Winslet"
91,Reservoir Dogs,8.264478747719563,1992,"Quentin Tarantino (dir.), Harvey Keitel, Tim Roth"
92,Tengoku to jigoku,8.26346390975988,1963,"Akira Kurosawa (dir.), Toshirô Mifune, Yutaka Sada"
93,Capharnaüm,8.2586555976085,2018,"Nadine Labaki (dir.), Zain Al Rafeea, Yordanos Shiferaw"
94,Citizen Kane,8.257956324548614,1941,"Orson Welles (dir.), Orson Welles, Joseph Cotten"
95,Lawrence of Arabia,8.256544519899782,1962,"David Lean (dir.), Peter O'Toole, Alec Guinness"
96,Jagten,8.25491794212442,2012,"Thomas Vinterberg (dir.), Mads Mikkelsen, Thomas Bo Larsen"
97,M - Eine Stadt sucht einen Mörder,8.253811218107929,1931,"Fritz Lang (dir.), Peter Lorre, Ellen Widmann"
98,North by Northwest,8.253802190660549,1959,"Alfred Hitchcock (dir.), Cary Grant, Eva Marie Saint"
99,Vertigo,8.248104909085656,1958,"Alfred Hitchcock (dir.), James Stewart, Kim Novak"
10, Le fabuleux destin d'Amélie Poulain,8.246244144525907,2001,"Jean-Pierre Jeunet (dir.), Audrey Tautou, Mathieu Kassovitz"
101,A Clockwork Orange,8.244783812429601,1971,"Stanley Kubrick (dir.), Malcolm McDowell, Patrick Magee"
102,Idi i smotri,8.243560183303138,1985,"Elem Klimov (dir.), Aleksey Kravchenko, Olga Mironova"
103,Full Metal Jacket,8.240110473828777,1987,"Stanley Kubrick (dir.), Matthew Modine, R. Lee Ermey"
104,Double Indemnity,8.238195922113686,1944,"Billy Wilder (dir.), Fred MacMurray, Barbara Stanwyck"
105,The Apartment,8.237141941844975,1960,"Billy Wilder (dir.), Jack Lemmon, Shirley MacLaine"
106,Scarface,8.235088426313178,1983,"Brian De Palma (dir.), Al Pacino, Michelle Pfeiffer"
107,Ikiru,8.230923348609794,1952,"Akira Kurosawa (dir.), Takashi Shimura, Nobuo Kaneko"
108,The Sting,8.229132293099292,1973,"George Roy Hill (dir.), Paul Newman, Robert Redford"
109,To Kill a Mockingbird,8.229062195421529,1962,"Robert Mulligan (dir.), Gregory Peck, John Megna"
110,Taxi Driver,8.22790834563677,1976,"Martin Scorsese (dir.), Robert De Niro, Jodie Foster"
111,LA Confidential,8.224839007985398,1997,"Curtis Hanson (dir.), Kevin Spacey, Russell Crowe"
112,Up,8.224350619756098,2009,"Pete Docter (dir.), Edward Asner, Jordan Nagai"
113,Heat,8.223264021616483,1995,"Michael Mann (dir.), Al Pacino, Robert De Niro"
114,Hamilton,8.221885997328178,2020,"Thomas Kail (dir.), Lin-Manuel Miranda, Phillipa Soo"
115,Metropolis,8.221079634310966,1927,"Fritz Lang (dir.), Brigitte Helm, Alfred Abel"
116,Jodaeiye Nader az Simin,8.220567649268093,2011,"Asghar Farhadi (dir.), Payman Maadi, Leila Hatami"
117,Snatch,8.220431026050361,2000,"Guy Ritchie (dir.), Jason Statham, Brad Pitt"
118,Die Hard,8.220245732372216,1988,"John McTiernan (dir.), Bruce Willis, Alan Rickman"
119,Incendies,8.219487068706428,2010,"Denis Villeneuve (dir.), Lubna Azabal, Mélissa Désormeaux-Poulin"
120,Indiana Jones and the Last Crusade,8.218389060845587,1989,"Steven Spielberg (dir.), Harrison Ford, Sean Connery"
121,Ladri di biciclette,8.217675410552957,1948,"Vittorio De Sica (dir.), Lamberto Maggiorani, Enzo Staiola"
122,Spider-Man: No Way Home,8.21320929522839,2021,"Jon Watts (dir.), Tom Holland, Zendaya"
123,1917,8.212280932514188,2019,"Sam Mendes (dir.), Dean-Charles Chapman, George MacKay"
124,Taare Zameen Par,8.206248727678972,2007,"Aamir Khan (dir.), Darsheel Safary, Aamir Khan"
125,Der Untergang,8.204651476274009,2004,"Oliver Hirschbiegel (dir.), Bruno Ganz, Alexandra Maria Lara"
126,Per qualche dollaro in più,8.20335219838196,1965,"Sergio Leone (dir.), Clint Eastwood, Lee Van Cleef"
127,Batman Begins,8.202171388358686,2005,"Christopher Nolan (dir.), Christian Bale, Michael Caine"
128,Dangal,8.197510569383507,2016,"Nitesh Tiwari (dir.), Aamir Khan, Sakshi Tanwar"
129,The Kid,8.194540142715937,1921,"Charles Chaplin (dir.), Charles Chaplin, Edna Purviance"
130,Some Like It Hot,8.191567325017974,1959,"Billy Wilder (dir.), Marilyn Monroe, Tony Curtis"
131,The Father,8.18267722927155,2020,"Florian Zeller (dir.), Anthony Hopkins, Olivia Colman"
132,All About Eve,8.180360274621767,1950,"Joseph L. Mankiewicz (dir.), Bette Davis, Anne Baxter"
133,Everything Everywhere All at Once,8.177631556762217,2022,"Dan Kwan (dir.), Michelle Yeoh, Stephanie Hsu"
134,Green Book,8.174270806442669,2018,"Peter Farrelly (dir.), Viggo Mortensen, Mahershala Ali"
135,The Wolf of Wall Street,8.171467162293576,2013,"Martin Scorsese (dir.), Leonardo DiCaprio, Jonah Hill"
136,Judgment at Nuremberg,8.168873014768142,1961,"Stanley Kramer (dir.), Spencer Tracy, Burt Lancaster"
137,Unforgiven,8.164522727239198,1992,"Clint Eastwood (dir.), Clint Eastwood, Gene Hackman"
138,Ran,8.163770955597085,1985,"Akira Kurosawa (dir.), Tatsuya Nakadai, Akira Terao"
139,Casino,8.16371533160742,1995,"Martin Scorsese (dir.), Robert De Niro, Sharon Stone"
140,Pan's Labyrinth,8.163442269358702,2006,"Guillermo del Toro (dir.), Ivana Baquero, Ariadna Gil"
141,There Will Be Blood,8.154841095536701,2007,"Paul Thomas Anderson (dir.), Daniel Day-Lewis, Paul Dano"
142,The Sixth Sense,8.153745395114125,1999,"M. Night Shyamalan (dir.), Bruce Willis, Haley Joel Osment"
143,A Beautiful Mind,8.153119055431715,2001,"Ron Howard (dir.), Russell Crowe, Ed Harris"
144,Monty Python and the Holy Grail,8.152640113969452,1975,"Terry Gilliam (dir.), Graham Chapman, John Cleese"
145,The Truman Show,8.151760837795596,1998,"Peter Weir (dir.), Jim Carrey, Ed Harris"
146,Yôjinbô,8.149047096120455,1961,"Akira Kurosawa (dir.), Toshirô Mifune, Eijirô Tôno"
147,The Treasure of the Sierra Madre,8.147991919743625,1948,"John Huston (dir.), Humphrey Bogart, Walter Huston"
148,Rashômon,8.142975165344355,1950,"Akira Kurosawa (dir.), Toshirô Mifune, Machiko Kyô"
149,Shutter Island,8.142851545801655,2010,"Martin Scorsese (dir.), Leonardo DiCaprio, Emily Mortimer"
150,The Great Escape,8.142324903267816,1963,"John Sturges (dir.), Steve McQueen, James Garner"
151,Jurassic Park,8.140951112828107,1993,"Steven Spielberg (dir.), Sam Neill, Laura Dern"
152,Kill Bill: Vol 1,8.137359033591231,2003,"Quentin Tarantino (dir.), Uma Thurman, David Carradine"
153,No Country for Old Men,8.135500517188557,2007,"Ethan Coen (dir.), Tommy Lee Jones, Javier Bardem"
154,Finding Nemo,8.131299017142561,2003,"Andrew Stanton (dir.), Albert Brooks, Ellen DeGeneres"
155,The Elephant Man,8.130914121310589,1980,"David Lynch (dir.), Anthony Hopkins, John Hurt"
156,Raging Bull,8.129883023742794,1980,"Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty"
157,Chinatown,8.129532742771822,1974,"Roman Polanski (dir.), Jack Nicholson, Faye Dunaway"
158,Gone with the Wind,8.126993141501565,1939,"Victor Fleming (dir.), Clark Gable, Vivien Leigh"
159,V for Vendetta,8.12596077988569,2005,"James McTeigue (dir.), Hugo Weaving, Natalie Portman"
160,The Thing,8.124715783379303,1982,"John Carpenter (dir.), Kurt Russell, Wilford Brimley"
161,Inside Out,8.12458045752581,2015,"Pete Docter (dir.), Amy Poehler, Bill Hader"
162,"Lock, Stock and Two Smoking Barrels",8.123449764325489,1998,"Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher"
163,Dial M for Murder,8.11921353151877,1954,"Alfred Hitchcock (dir.), Ray Milland, Grace Kelly"
164,El secreto de sus ojos,8.117865769237032,2009,"Juan José Campanella (dir.), Ricardo Darín, Soledad Villamil"
165,The Bridge on the River Kwai,8.114453207797427,1957,"David Lean (dir.), William Holden, Alec Guinness"
166,Hauru no ugoku shiro,8.114321336740664,2004,"Hayao Miyazaki (dir.), Chieko Baishô, Takuya Kimura"
167,"Three Billboards Outside Ebbing, Missouri",8.111609135392118,2017,"Martin McDonagh (dir.), Frances McDormand, Woody Harrelson"
168,Trainspotting,8.111544088380606,1996,"Danny Boyle (dir.), Ewan McGregor, Ewen Bremner"
169,Gran Torino,8.105201481280417,2008,"Clint Eastwood (dir.), Clint Eastwood, Bee Vang"
170,Warrior,8.105069578617353,2011,"Gavin O'Connor (dir.), Tom Hardy, Nick Nolte"
171,Fargo,8.103496145010487,1996,"Joel Coen (dir.), William H. Macy, Frances McDormand"
172,Tonari no Totoro,8.09545032577754,1988,"Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka"
173,Prisoners,8.095106359307367,2013,"Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal"
174,Million Dollar Baby,8.089983236858275,2004,"Clint Eastwood (dir.), Hilary Swank, Clint Eastwood"
175,The Gold Rush,8.087799773800125,1925,"Charles Chaplin (dir.), Charles Chaplin, Mack Swain"
176,Blade Runner,8.086896197841819,1982,"Ridley Scott (dir.), Harrison Ford, Rutger Hauer"
177,Catch Me If You Can,8.086125162369125,2002,"Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks"
178,On the Waterfront,8.084513413390413,1954,"Elia Kazan (dir.), Marlon Brando, Karl Malden"
179,The Third Man,8.082502167357074,1949,"Carol Reed (dir.), Orson Welles, Joseph Cotten"
180,Bacheha-Ye aseman,8.08069644943228,1997,"Majid Majidi (dir.), Mohammad Amir Naji, Amir Farrokh Hashemian"
181,Ben-Hur,8.078760291617733,1959,"William Wyler (dir.), Charlton Heston, Jack Hawkins"
182,12 Years a Slave,8.078115586242058,2013,"Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams"
183,The General,8.077805181344717,1926,"Clyde Bruckman (dir.), Buster Keaton, Marion Mack"
184,Smultronstället,8.077439561636718,1957,"Ingmar Bergman (dir.), Victor Sjöström, Bibi Andersson"
185,Gone Girl,8.077264475426425,2014,"David Fincher (dir.), Ben Affleck, Rosamund Pike"
186,Before Sunrise,8.076738380218137,1995,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy"
187,Harry Potter and the Deathly Hallows: Part 2,8.075834942186765,2011,"David Yates (dir.), Daniel Radcliffe, Emma Watson"
188,The Deer Hunter,8.075752257615047,1978,"Michael Cimino (dir.), Robert De Niro, Christopher Walken"
189,In the Name of the Father,8.074485388939319,1993,"Jim Sheridan (dir.), Daniel Day-Lewis, Pete Postlethwaite"
190,The Grand Budapest Hotel,8.072387399704237,2014,"Wes Anderson (dir.), Ralph Fiennes, F. Murray Abraham"
191,Mr Smith Goes to Washington,8.071288374543528,1939,"Frank Capra (dir.), James Stewart, Jean Arthur"
192,Le salaire de la peur,8.07020338339687,1953,"Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel"
193,Barry Lyndon,8.069510162220952,1975,"Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson"
194,Sherlock Jr,8.069050150003328,1924,"Buster Keaton (dir.), Buster Keaton, Kathryn McGuire"
195,Salinui chueok,8.068325255437635,2003,"Bong Joon Ho (dir.), Song Kang-ho, Kim Sang-kyung"
196,Room,8.067443777906398,2015,"Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay"
197,Hacksaw Ridge,8.067103586406885,2016,"Mel Gibson (dir.), Andrew Garfield, Sam Worthington"
198,Klaus,8.066989641207078,2019,"Sergio Pablos (dir.), Jason Schwartzman, J.K. Simmons"
199,The Seventh Seal,8.066516330330593,1957,"Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand"
200,Relatos salvajes,8.06493830634273,2014,"Damián Szifron (dir.), Darío Grandinetti, María Marull"
201,The Big Lebowski,8.062811914223857,1998,"Joel Coen (dir.), Jeff Bridges, John Goodman"
202,How to Train Your Dragon,8.061922537488467,2010,"Dean DeBlois (dir.), Jay Baruchel, Gerard Butler"
203,Mad Max: Fury Road,8.061871772849683,2015,"George Miller (dir.), Tom Hardy, Charlize Theron"
204,Mary and Max,8.060425902301988,2009,"Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman"
205,"Monsters, Inc",8.058602115532699,2001,"Pete Docter (dir.), Billy Crystal, John Goodman"
206,Jaws,8.057916876841883,1975,"Steven Spielberg (dir.), Roy Scheider, Robert Shaw"
207,La passion de Jeanne d'Arc,8.055813673222394,1928,"Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain"
208,Hotel Rwanda,8.052914966268048,2004,"Terry George (dir.), Don Cheadle, Sophie Okonedo"
209,Tôkyô monogatari,8.052323081407614,1953,"Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama"
210,Dead Poets Society,8.05215273598145,1989,"Peter Weir (dir.), Robin Williams, Robert Sean Leonard"
211,Pather Panchali,8.051809964051076,1955,"Satyajit Ray (dir.), Kanu Bannerjee, Karuna Bannerjee"
212,Rocky,8.047276694924381,1976,"John G. Avildsen (dir.), Sylvester Stallone, Talia Shire"
213,Platoon,8.047260391717181,1986,"Oliver Stone (dir.), Charlie Sheen, Tom Berenger"
214,Ford v Ferrari,8.045673155828267,2019,"James Mangold (dir.), Matt Damon, Christian Bale"
215,Stand by Me,8.04219711106915,1986,"Rob Reiner (dir.), Wil Wheaton, River Phoenix"
216,The Terminator,8.041388523498462,1984,"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton"
217,Spotlight,8.03933885324802,2015,"Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton"
218,Rush,8.039280577879143,2013,"Ron Howard (dir.), Daniel Brühl, Chris Hemsworth"
219,Into the Wild,8.037419026886766,2007,"Sean Penn (dir.), Emile Hirsch, Vince Vaughn"
220,Network,8.037232160503718,1976,"Sidney Lumet (dir.), Faye Dunaway, William Holden"
221,The Wizard of Oz,8.036020709367373,1939,"Victor Fleming (dir.), Judy Garland, Frank Morgan"
222,Logan,8.035478553222983,2017,"James Mangold (dir.), Hugh Jackman, Patrick Stewart"
223,Groundhog Day,8.032501570039123,1993,"Harold Ramis (dir.), Bill Murray, Andie MacDowell"
224,Ratatouille,8.032097766642757,2007,"Brad Bird (dir.), Brad Garrett, Lou Romano"
225,Before Sunset,8.028386787099,2004,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy"
226,The Exorcist,8.028363334228658,1973,"William Friedkin (dir.), Ellen Burstyn, Max von Sydow"
227,The Best Years of Our Lives,8.02636343902181,1946,"William Wyler (dir.), Myrna Loy, Dana Andrews"
228,The Incredibles,8.025615026149914,2004,"Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson"
229,To Be or Not to Be,8.024660992633379,1942,"Ernst Lubitsch (dir.), Carole Lombard, Jack Benny"
230,Rebecca,8.022835398589436,1940,"Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine"
231,La battaglia di Algeri,8.022703935209062,1966,"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin"
232,The Grapes of Wrath,8.022623340744847,1940,"John Ford (dir.), Henry Fonda, Jane Darwell"
233,Hachi: A Dog's Tale,8.02168904223946,2009,"Lasse Hallström (dir.), Richard Gere, Joan Allen"
234,Cool Hand Luke,8.021380564130006,1967,"Stuart Rosenberg (dir.), Paul Newman, George Kennedy"
235,Amores perros,8.0210206818438,2000,"Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal"
236,Pirates of the Caribbean: The Curse of the Black Pearl,8.018730625976913,2003,"Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush"
237,Les quatre cents coups,8.016327774247186,1959,"François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy"
238,La haine,8.016179199910004,1995,"Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé"
239,Persona,8.015817965891822,1966,"Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann"
240,Babam ve Oglum,8.014796201051904,2005,"Cagan Irmak (dir.), Çetin Tekindor, Fikret Kuskan"
241,Life of Brian,8.014743583172761,1979,"Terry Jones (dir.), Graham Chapman, John Cleese"
242,Dersu Uzala,8.014699436063786,1975,"Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin"
243,It Happened One Night,8.01375200056559,1934,"Frank Capra (dir.), Clark Gable, Claudette Colbert"
244,The Sound of Music,8.013684551693055,1965,"Robert Wise (dir.), Julie Andrews, Christopher Plummer"
245,Ah-ga-ssi,8.00925908670908,2016,"Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo"
246,Aladdin,8.00704977193633,1992,"Ron Clements (dir.), Scott Weinger, Robin Williams"
247,Jai Bhim,8.006760290389408,2021,"T.J. Gnanavel (dir.), Suriya, Lijo Mol Jose"
248,Gandhi,8.006524492834936,1982,"Richard Attenborough (dir.), Ben Kingsley, John Gielgud"
249,The Help,8.004696781209947,2011,"Tate Taylor (dir.), Emma Stone, Viola Davis"
250,Beauty and the Beast,8.003137100653683,1991,"Gary Trousdale (dir.), Paige O'Hara, Robby Benson"
